Tick,Color,WordItem,WordColor,AnsLeft,AnsRight,AnsCorr,path,weight,name,description,type,pictures,pic_width,pic_height,new_width,new_height,new_size,tick.thisRepN,tick.thisTrialN,tick.thisN,tick.thisIndex,stroop_trials.thisRepN,stroop_trials.thisTrialN,stroop_trials.thisN,stroop_trials.thisIndex,emotion_trials_pos.thisRepN,emotion_trials_pos.thisTrialN,emotion_trials_pos.thisN,emotion_trials_pos.thisIndex,emotion_evaluation_pos.thisRepN,emotion_evaluation_pos.thisTrialN,emotion_evaluation_pos.thisN,emotion_evaluation_pos.thisIndex,emotion_trials_neg.thisRepN,emotion_trials_neg.thisTrialN,emotion_trials_neg.thisN,emotion_trials_neg.thisIndex,emotion_evaluation_neg.thisRepN,emotion_evaluation_neg.thisTrialN,emotion_evaluation_neg.thisN,emotion_evaluation_neg.thisIndex,text_welcome_screen.started,text_welcome_screen.stopped,key_resp_welcome_screen.keys,key_resp_welcome_screen.rt,key_resp_welcome_screen.started,key_resp_welcome_screen.stopped,text_baseline_screen.started,text_baseline_screen.stopped,text_baseline_measurement.started,text_baseline_measurement.stopped,rating_baseline.response,rating_baseline.rt,text_stress_screen.started,text_stress_screen.stopped,sound_1.started,sound_1.stopped,rating_stress_part_one.response,rating_stress_part_one.rt,rating_stress_part_one.started,rating_stress_part_one.stopped,key_resp_stress_part_two.keys,key_resp_stress_part_two.rt,key_resp_stress_part_two.started,key_resp_stress_part_two.stopped,rating_stress_part_two.response,rating_stress_part_two.rt,rating_stress_part_two.started,rating_stress_part_two.stopped,text_cooldown_countdown.started,text_cooldown_countdown.stopped,text_cooldown_measurement.started,text_cooldown_measurement.stopped,rating_cooldown.response,rating_cooldown.rt,rating_cooldown.started,rating_cooldown.stopped,image_emotion_meas_pos.started,image_emotion_meas_pos.stopped,image_emotion_evaluation_pos.started,image_emotion_evaluation_pos.stopped,rating_emotion_evaluation_pos.response,rating_emotion_evaluation_pos.rt,rating_emotion_evaluation_pos.started,rating_emotion_evaluation_pos.stopped,image_emotion_meas_neg.started,image_emotion_meas_neg.stopped,image_emotion_evaluation_neg.started,image_emotion_evaluation_neg.stopped,rating_emotion_evaluation_neg.response,rating_emotion_evaluation_neg.rt,rating_emotion_evaluation_neg.started,rating_emotion_evaluation_neg.stopped,text_ending_screen.started,text_ending_screen.stopped,participant,session,startTime,date,expName,psychopyVersion,frameRate,
,,blue,grey,blue,grey,right,,,,,,,,,,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9851848999969661,773.1703811000043,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,blue,yellow,blue,right,,,,,,,,,,,,,,,,0,17,17,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.216001699998742,774.1745576999965,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,black,grey,black,right,,,,,,,,,,,,,,,,0,18,18,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1230911000166088,776.4084659999935,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,magenta,purple,magenta,right,,,,,,,,,,,,,,,,0,19,19,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9692275999987032,777.5573197000194,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,red,red,yellow,left,,,,,,,,,,,,,,,,0,20,20,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.9961880999908317,778.5483688999957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,purple,purple,orange,left,,,,,,,,,,,,,,,,0,21,21,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.4973855999996886,779.5671674000041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,orange,purple,orange,right,,,,,,,,,,,,,,,,0,22,22,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2125241000030655,781.0820282000059,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,purple,purple,red,left,,,,,,,,,,,,,,,,0,23,23,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3562809999857564,782.309267900011,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,green,green,orange,left,,,,,,,,,,,,,,,,0,24,24,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.4684091999952216,783.6901490000018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,yellow,yellow,brown,left,,,,,,,,,,,,,,,,0,25,25,196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0074279999826103,786.1801344999985,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,red,purple,red,right,,,,,,,,,,,,,,,,0,26,26,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.8460329000081401,787.206523300003,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,blue,green,blue,right,,,,,,,,,,,,,,,,0,27,27,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.0163564999820665,789.0742076000024,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,red,red,purple,left,,,,,,,,,,,,,,,,0,28,28,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.9768736000114586,791.1117056999938,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,black,black,yellow,left,,,,,,,,,,,,,,,,0,29,29,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.893845099984901,792.1137061000045,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,green,green,magenta,left,,,,,,,,,,,,,,,,0,30,30,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.4234195000026375,793.0311903000111,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,green,green,blue,left,,,,,,,,,,,,,,,,0,31,31,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.8671721999999136,794.4723909000168,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,green,green,yellow,left,,,,,,,,,,,,,,,,0,32,32,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.9764741999970283,795.359082400013,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,cyan,yellow,cyan,right,,,,,,,,,,,,,,,,0,33,33,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.0723520000174176,796.355215699994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,brown,yellow,brown,right,,,,,,,,,,,,,,,,0,34,34,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1992139000212774,797.4403340000135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,cyan,brown,cyan,right,,,,,,,,,,,,,,,,0,35,35,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4224807000136934,798.6621767000179,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,black,yellow,black,right,,,,,,,,,,,,,,,,0,36,36,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9798989999981131,800.1056544000166,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,orange,blue,orange,right,,,,,,,,,,,,,,,,0,37,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.8512061999936122,801.1043914000038,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,purple,magenta,purple,right,,,,,,,,,,,,,,,,0,38,38,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.0670391999883577,802.9745171999966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,green,green,red,left,,,,,,,,,,,,,,,,0,39,39,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,3.707231399981538,805.0593369000126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,brown,brown,black,left,,,,,,,,,,,,,,,,0,40,40,217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.0401026000035927,808.7874763,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,orange,orange,blue,left,,,,,,,,,,,,,,,,0,41,41,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1464641000202391,810.8501390000165,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,red,magenta,red,right,,,,,,,,,,,,,,,,0,42,42,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.074992799985921,812.0155827999988,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,cyan,cyan,yellow,left,,,,,,,,,,,,,,,,0,43,43,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3680633000039961,813.1124966999923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,grey,grey,cyan,left,,,,,,,,,,,,,,,,0,44,44,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1941169000056107,814.499444999994,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,blue,blue,green,left,,,,,,,,,,,,,,,,0,45,45,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.05205090000527,815.744494100014,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,blue,brown,blue,right,,,,,,,,,,,,,,,,0,46,46,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.548428200010676,817.8165847999917,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,grey,grey,green,left,,,,,,,,,,,,,,,,0,47,47,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.030287400004454,819.3882805000176,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,grey,yellow,grey,right,,,,,,,,,,,,,,,,0,48,48,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1320976000279188,820.4404717000143,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,black,cyan,black,right,,,,,,,,,,,,,,,,0,49,49,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.8573775999830104,821.595205199992,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,blue,black,blue,right,,,,,,,,,,,,,,,,0,50,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.9431997999781743,823.4703609000135,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,blue,blue,purple,left,,,,,,,,,,,,,,,,0,51,51,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1028935999784153,825.4336729999923,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,green,blue,green,right,,,,,,,,,,,,,,,,0,52,52,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.137106299982406,826.5574488000129,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,yellow,cyan,yellow,right,,,,,,,,,,,,,,,,0,53,53,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.827310299995588,829.7172414000088,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,blue,grey,blue,right,,,,,,,,,,,,,,,,0,54,54,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.3912525000050664,832.5673069000186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,green,yellow,green,right,,,,,,,,,,,,,,,,0,55,55,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.3994747000106145,833.9801758000103,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,blue,blue,red,left,,,,,,,,,,,,,,,,0,56,56,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.011522100016009,835.4000652999966,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,magenta,magenta,yellow,left,,,,,,,,,,,,,,,,0,57,57,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.8199903999920934,836.4325895000075,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,orange,yellow,orange,right,,,,,,,,,,,,,,,,0,58,58,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.22119510002085,838.2703777000133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,brown,cyan,brown,right,,,,,,,,,,,,,,,,0,59,59,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.396971600013785,839.5115945000143,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,orange,orange,purple,left,,,,,,,,,,,,,,,,0,60,60,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.7911244999850169,840.9294357000035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,yellow,yellow,grey,left,,,,,,,,,,,,,,,,0,61,61,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0371085999940988,842.7374998000159,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,magenta,brown,magenta,right,,,,,,,,,,,,,,,,0,62,62,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1059771000000183,843.7966018000152,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,cyan,magenta,cyan,right,,,,,,,,,,,,,,,,0,63,63,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.202026199985994,844.9246076999989,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,grey,grey,brown,left,,,,,,,,,,,,,,,,0,64,64,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.163719400006812,846.1468456000148,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,green,magenta,green,right,,,,,,,,,,,,,,,,0,65,65,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2411098000011407,847.3314705000084,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,black,black,cyan,left,,,,,,,,,,,,,,,,0,66,66,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0502249000128359,848.5903855999932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,yellow,yellow,magenta,left,,,,,,,,,,,,,,,,0,67,67,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0689776000217535,849.6625740000163,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,yellow,yellow,black,left,,,,,,,,,,,,,,,,0,68,68,214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.990111999999499,850.7465135999955,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,black,cyan,cyan,black,left,,,,,,,,,,,,,,,,0,69,69,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.329674000007799,851.7538736000133,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,grey,grey,yellow,left,,,,,,,,,,,,,,,,0,70,70,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.0459216999879573,854.1036424000049,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,cyan,cyan,purple,left,,,,,,,,,,,,,,,,0,71,71,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.412154299992835,855.1694100000022,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,grey,grey,orange,left,,,,,,,,,,,,,,,,0,72,72,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.885150199988857,857.6074103999999,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,yellow,orange,yellow,right,,,,,,,,,,,,,,,,0,73,73,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.495196300005773,859.5093575000064,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,yellow,grey,yellow,right,,,,,,,,,,,,,,,,0,74,74,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9004397999960929,861.0251184999943,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,purple,red,purple,right,,,,,,,,,,,,,,,,0,75,75,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.015893399977358,861.9436606999952,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,black,blue,black,right,,,,,,,,,,,,,,,,0,76,76,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.1749886000179686,862.9776001000137,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,purple,purple,blue,left,,,,,,,,,,,,,,,,0,77,77,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3920534999924712,864.168501600012,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,purple,black,black,purple,left,,,,,,,,,,,,,,,,0,78,78,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.3481693000067025,865.5793928000203,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,cyan,grey,cyan,grey,right,,,,,,,,,,,,,,,,0,79,79,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.8483683000085875,866.9492611000023,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,red,orange,red,right,,,,,,,,,,,,,,,,0,80,80,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5327654000138864,868.8188384000096,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,purple,orange,purple,right,,,,,,,,,,,,,,,,0,81,81,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5600346999999601,870.3655237999919,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,brown,red,red,brown,left,,,,,,,,,,,,,,,,0,82,82,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.115945899975486,871.9446093000006,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,grey,red,grey,right,,,,,,,,,,,,,,,,0,83,83,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9222414999967441,873.0763292000047,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,magenta,black,black,magenta,left,,,,,,,,,,,,,,,,0,84,84,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1970724999846425,874.0205476999981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,yellow,blue,blue,yellow,left,,,,,,,,,,,,,,,,0,85,85,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,2.4618699999991804,875.238708799996,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,green,brown,green,brown,right,,,,,,,,,,,,,,,,0,86,86,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.538205499993637,877.7203790000058,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,grey,red,grey,red,right,,,,,,,,,,,,,,,,0,87,87,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.990978299989365,880.2785942000046,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,orange,red,red,orange,left,,,,,,,,,,,,,,,,0,88,88,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,0.7550655000086408,881.2924997000082,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,red,black,black,red,left,,,,,,,,,,,,,,,,0,89,89,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.1190615000086837,882.0665102000057,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
,,blue,magenta,magenta,blue,left,,,,,,,,,,,,,,,,0,90,90,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left,1.4590611000021454,883.2065160000056,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dominik,001,,2019_Aug_26_1436,MTEC_paradigm,3.1.3,148.16351323223356,
